Material,SKU,CountryCode,Currency,cif_jan,cif_feb,cif_mar,cif_apr,cif_may,cif_jun,cif_jul,cif_aug,cif_sep,cif_oct,cif_nov,cif_dec,tnd_jan,tnd_feb,tnd_mar,tnd_apr,tnd_may,tnd_jun,tnd_jul,tnd_aug,tnd_sep,tnd_oct,tnd_nov,tnd_dec,Discounts,focs,Total Discounts,month,year,createdDate,ModifiedDate
27488,Vermox 100 mg Tab. 6s,SA,USD,1.84,1.84,1.84,1.84,1.84,1.84,1.84,1.84,1.84,1.84,1.84,1.84,1.84,1.84,1.84,1.84,1.84,1.84,1.84,1.84,1.84,1.84,1.84,1.84,0.00%,8.25%,8.25%,10,2019,,
385589,Yondelis 1 mg Injection ,SA,USD,"2,089.17","2,089.17","2,089.17","2,089.17","2,089.17","2,089.17","2,089.17","2,089.17","2,089.17","2,089.17","2,089.17","2,089.17","2,089.17","2,089.17","2,089.17","2,089.17","2,089.17","2,089.17","2,089.17","2,089.17","2,089.17","2,089.17","2,089.17","2,089.17",0.00%,8.25%,8.25%,10,2019,,
387104,Prezista 400 mg Tablets,SA,USD,402.77,402.77,402.77,109.8,402.77,402.77,402.77,109.8,402.77,402.77,402.77,109.8,402.77,402.77,402.77,109.8,402.77,402.77,402.77,109.8,402.77,402.77,402.77,109.8,0.00%,8.25%,8.25%,10,2019,,
387107,Prezista 600 mg Tablets,SA,USD,615.22,615.22,615.22,156.1,615.22,615.22,615.22,156.1,615.22,615.22,615.22,156.1,615.22,615.22,615.22,156.1,615.22,615.22,615.22,156.1,615.22,615.22,615.22,156.1,0.00%,8.25%,8.25%,10,2019,,
387284,Invega 3 mg Extended Release Tab. ,SA,USD,88.12,88.12,41.39,41.39,88.12,88.12,41.39,41.39,88.12,88.12,41.39,41.39,88.12,88.12,41.39,41.39,88.12,88.12,41.39,41.39,88.12,88.12,41.39,41.39,0.00%,8.25%,8.25%,10,2019,,
387285,Invega 6 mg Extended Release Tab. ,SA,USD,88.12,88.12,48.8,48.8,88.12,88.12,48.8,48.8,88.12,88.12,48.8,48.8,88.12,88.12,48.8,48.8,88.12,88.12,48.8,48.8,88.12,88.12,48.8,48.8,0.00%,8.25%,8.25%,10,2019,,
387286,Invega 9 mg Extended Release Tab. ,SA,USD,95.51,95.51,87.4,87.4,95.51,95.51,87.4,87.4,95.51,95.51,87.4,87.4,95.51,95.51,87.4,87.4,95.51,95.51,87.4,87.4,95.51,95.51,87.4,87.4,0.00%,8.25%,8.25%,10,2019,,
88845,Risperdal 1mg Tab. 6s,SA,USD,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,0.00%,8.25%,8.25%,10,2019,,
88846,Risperdal 2mg Tab. 20s,SA,USD,2.56,2.56,2.56,2.56,2.56,2.56,2.56,2.56,2.56,2.56,2.56,2.56,2.56,2.56,2.56,2.56,2.56,2.56,2.56,2.56,2.56,2.56,2.56,2.56,0.00%,8.25%,8.25%,10,2019,,
88847,Risperdal 2mg Tab. 60s,SA,USD,7.68,7.68,7.68,7.68,7.68,7.68,7.68,7.68,7.68,7.68,7.68,7.68,7.68,7.68,7.68,7.68,7.68,7.68,7.68,7.68,7.68,7.68,7.68,7.68,0.00%,8.25%,8.25%,10,2019,,
0,Risperdal 3mg Tab. 20s,SA,USD,3.74,3.74,3.74,3.74,3.74,3.74,3.74,3.74,3.74,3.74,3.74,3.74,3.74,3.74,3.74,3.74,3.74,3.74,3.74,3.74,3.74,3.74,3.74,3.74,0.00%,8.25%,8.25%,10,2019,,
0,Risperdal 3mg Tab. 60s,SA,USD,11.23,11.23,11.23,11.23,11.23,11.23,11.23,11.23,11.23,11.23,11.23,11.23,11.23,11.23,11.23,11.23,11.23,11.23,11.23,11.23,11.23,11.23,11.23,11.23,0.00%,8.25%,8.25%,10,2019,,
88851,Risperdal 4mg Tab. 20s,SA,USD,4.15,4.15,4.15,4.15,4.15,4.15,4.15,4.15,4.15,4.15,4.15,4.15,4.15,4.15,4.15,4.15,4.15,4.15,4.15,4.15,4.15,4.15,4.15,4.15,0.00%,8.25%,8.25%,10,2019,,
88851,Risperdal 4mg Tab. 60s,SA,USD,12.45,12.45,12.45,12.45,12.45,12.45,12.45,12.45,12.45,12.45,12.45,12.45,12.45,12.45,12.45,12.45,12.45,12.45,12.45,12.45,12.45,12.45,12.45,12.45,0.00%,8.25%,8.25%,10,2019,,
414529,Stelara 45mg/0.5ml ,SA,USD,"3,342.40","3,342.40","3,342.40","1,738.53","3,342.40","3,342.40","3,342.40","1,738.53","3,342.40","3,342.40","3,342.40","1,738.53","2,862.13","2,390.00","2,390.00","1,738.53","2,862.13","2,390.00","2,390.00","1,738.53","2,862.13","2,390.00","2,390.00","1,738.53",0.00%,8.25%,8.25%,10,2019,,
414530,Stelara 90mg/1ml,SA,USD,"3,342.62","3,342.62","3,342.62","1,738.53","3,342.62","3,342.62","3,342.62","1,738.53","3,342.62","3,342.62","3,342.62","1,738.53","2,862.13","2,390.00","2,390.00","1,738.53","2,862.13","2,390.00","2,390.00","1,738.53","2,862.13","2,390.00","2,390.00","1,738.53",0.00%,8.25%,8.25%,10,2019,,
414122,Zytiga 250 mg Tabs,SA,USD,"1,768.27","1,768.27","1,768.27","1,768.27","1,768.27","1,768.27","1,768.27","1,768.27","1,768.27","1,768.27","1,768.27","1,768.27","1,768.27","1,768.27","1,768.27","1,768.27","1,768.27","1,768.27","1,768.27","1,768.27","1,768.27","1,768.27","1,768.27","1,768.27",0.00%,8.25%,8.25%,10,2019,,
414922,Invokana 300mg,SA,USD,33.52,33.52,33.52,33.52,33.52,33.52,33.52,33.52,33.52,33.52,33.52,33.52,33.52,33.52,33.52,33.52,33.52,33.52,33.52,33.52,33.52,33.52,33.52,33.52,0.00%,8.25%,8.25%,10,2019,,
416021,Simponi 100mg PFP,SA,USD,"1,136.90","1,136.90","1,136.90","1,136.90","1,136.90","1,136.90","1,136.90","1,136.90","1,136.90","1,136.90","1,136.90","1,136.90",900,900,900,900,900,900,900,900,900,900,900,900,0.00%,8.25%,8.25%,10,2019,,
No code available,Zytiga 500 mg Tabs,SA,USD,"1,768.27","1,768.27","1,768.27","1,768.27","1,768.27","1,768.27","1,768.27","1,768.27","1,768.27","1,768.27","1,768.27","1,768.27","1,768.27","1,768.27","1,768.27","1,768.27","1,768.27","1,768.27","1,768.27","1,768.27","1,768.27","1,768.27","1,768.27","1,768.27",0.00%,8.25%,8.25%,10,2019,,
415065,Rezolsta,SA,USD,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,0.00%,8.25%,8.25%,10,2019,,
415169,Darzalex 400mg,SA,USD,"1,799.00","1,799.00","1,799.00","1,799.00","1,799.00","1,799.00","1,799.00","1,799.00","1,799.00","1,799.00","1,799.00","1,799.00","1,592.00","1,592.00","1,592.00","1,592.00","1,592.00","1,592.00","1,592.00","1,592.00","1,592.00","1,592.00","1,592.00","1,592.00",0.00%,8.25%,8.25%,10,2019,,
418626,Trevicta 175mg (50mg eq.),SA,USD,457.81,457.81,457.81,457.81,457.81,457.81,457.81,457.81,457.81,457.81,457.81,457.81,457.81,457.81,457.81,457.81,457.81,457.81,457.81,457.81,457.81,457.81,457.81,457.81,0.00%,8.25%,8.25%,10,2019,,
418624,Trevicta 263mg (75mg eq.) ,SA,USD,564.47,564.47,564.47,564.47,564.47,564.47,564.47,564.47,564.47,564.47,564.47,564.47,564.47,564.47,564.47,564.47,564.47,564.47,564.47,564.47,564.47,564.47,564.47,564.47,0.00%,8.25%,8.25%,10,2019,,
418623,Trevicta 360mg (100mg eq.) ,SA,USD,637.99,637.99,637.99,637.99,637.99,637.99,637.99,637.99,637.99,637.99,637.99,637.99,637.99,637.99,637.99,637.99,637.99,637.99,637.99,637.99,637.99,637.99,637.99,637.99,0.00%,8.25%,8.25%,10,2019,,
418621,Trevicta 525mg (150mg eq.) ,SA,USD,784.53,784.53,784.53,784.53,784.53,784.53,784.53,784.53,784.53,784.53,784.53,784.53,784.53,784.53,784.53,784.53,784.53,784.53,784.53,784.53,784.53,784.53,784.53,784.53,0.00%,8.25%,8.25%,10,2019,,
414434,Caelyx 2 mg/ml,SA,USD,563.2,563.2,563.2,563.2,563.2,563.2,563.2,563.2,563.2,563.2,563.2,563.2,563.2,563.2,563.2,563.2,563.2,563.2,563.2,563.2,563.2,563.2,563.2,563.2,0.00%,8.25%,8.25%,10,2019,,
377907,DACOGEN IV 1X50MG VIAL,SA,USD,"1,443.00","1,443.00","1,443.00","1,443.00","1,443.00","1,443.00","1,443.00","1,443.00","1,443.00","1,443.00","1,443.00","1,443.00","1,443.00","1,443.00","1,443.00","1,443.00","1,443.00","1,443.00","1,443.00","1,443.00","1,443.00","1,443.00","1,443.00","1,443.00",0.00%,8.25%,8.25%,10,2019,,
88836,Daktarin Cream 2% 15g,SA,USD,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,0.00%,8.25%,8.25%,10,2019,,
96875,HALDOL 5MG 1000 TABLETS,SA,USD,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,0.00%,8.25%,8.25%,10,2019,,
387907,Jurnista 8mg Tablet ,SA,USD,32.73,32.73,32.73,32.73,32.73,32.73,32.73,32.73,32.73,32.73,32.73,32.73,32.73,32.73,32.73,32.73,32.73,32.73,32.73,32.73,32.73,32.73,32.73,32.73,0.00%,8.25%,8.25%,10,2019,,
387903,Jurnista 16mg Tablet ,SA,USD,54.09,54.09,54.09,54.09,54.09,54.09,54.09,54.09,54.09,54.09,54.09,54.09,54.09,54.09,54.09,54.09,54.09,54.09,54.09,54.09,54.09,54.09,54.09,54.09,0.00%,8.25%,8.25%,10,2019,,
387904,Jurnista 32mg Tablet ,SA,USD,99.84,99.84,99.84,99.84,99.84,99.84,99.84,99.84,99.84,99.84,99.84,99.84,99.84,99.84,99.84,99.84,99.84,99.84,99.84,99.84,99.84,99.84,99.84,99.84,0.00%,8.25%,8.25%,10,2019,,
387903,Jurnista 64mg Tablet ,SA,USD,175.96,175.96,175.96,175.96,175.96,175.96,175.96,175.96,175.96,175.96,175.96,175.96,175.96,175.96,175.96,175.96,175.96,175.96,175.96,175.96,175.96,175.96,175.96,175.96,0.00%,8.25%,8.25%,10,2019,,
412855,LEUSTATIN 1MG/ML 7X10ML VIAL,SA,USD,"3,700.00","3,700.00","3,700.00","3,700.00","3,700.00","3,700.00","3,700.00","3,700.00","3,700.00","3,700.00","3,700.00","3,700.00","3,700.00","3,700.00","3,700.00","3,700.00","3,700.00","3,700.00","3,700.00","3,700.00","3,700.00","3,700.00","3,700.00","3,700.00",0.00%,8.25%,8.25%,10,2019,,
412041,Resolor 2 mg Film-Coated Tabs.,SA,USD,60.99,60.99,43.29,43.29,60.99,60.99,43.29,43.29,60.99,60.99,43.29,43.29,60.99,60.99,43.29,43.29,60.99,60.99,43.29,43.29,60.99,60.99,43.29,43.29,0.00%,8.25%,8.25%,10,2019,,
414050,Resolor 1 mg Film-Coated Tabs.,SA,USD,37.93,37.93,26.33,26.33,37.93,37.93,26.33,26.33,37.93,37.93,26.33,26.33,37.93,37.93,26.33,26.33,37.93,37.93,26.33,26.33,37.93,37.93,26.33,26.33,0.00%,8.25%,8.25%,10,2019,,
412519,Sporanox IV,SA,USD,118.8,118.8,118.8,118.8,118.8,118.8,118.8,118.8,118.8,118.8,118.8,118.8,118.8,118.8,118.8,118.8,118.8,118.8,118.8,118.8,118.8,118.8,118.8,118.8,0.00%,8.25%,8.25%,10,2019,,
96041,Haldol 10mg 20 Tab,SA,USD,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,0.00%,8.25%,8.25%,10,2019,,
141019,Topamax 50 mg Tab.,SA,USD,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,0.00%,8.25%,8.25%,10,2019,,
415168,Darzalex 100mg,SA,USD,449.75,449.75,449.75,449.75,449.75,449.75,449.75,449.75,449.75,449.75,449.75,449.75,449.75,449.75,449.75,449.75,449.75,449.75,449.75,449.75,449.75,449.75,449.75,449.75,0.00%,8.25%,8.25%,10,2019,,
414921,Invokana 100mg ,SA,USD,33.52,33.52,33.52,33.52,33.52,33.52,33.52,33.52,33.52,33.52,33.52,33.52,25,25,25,25,25,25,25,25,25,25,25,25,0.00%,8.25%,8.25%,10,2019,,
,Guselkumab,SA,USD,"2,268.90","2,268.90","2,268.90","2,268.90","2,268.90","2,268.90","2,268.90","2,268.90","2,268.90","2,268.90","2,268.90","2,268.90","1,908.00","1,908.00","1,908.00","1,908.00","1,908.00","1,908.00","1,908.00","1,908.00","1,908.00","1,908.00","1,908.00","1,908.00",0.00%,8.25%,8.25%,10,2019,,
,Stelara 130mg,SA,USD,"2,436.86","2,436.86","2,436.86","2,436.86","2,436.86","2,436.86","2,436.86","2,436.86","2,436.86","2,436.86","2,436.86","2,436.86","2,436.86","2,436.86","2,436.86","2,436.86","2,436.86","2,436.86","2,436.86","2,436.86","2,436.86","2,436.86","2,436.86","2,436.86",0.00%,8.25%,8.25%,10,2019,,
,Apalutamide,SA,USD,"2,540.00","2,540.00","2,540.00","2,540.00","2,540.00","2,540.00","2,540.00","2,540.00","2,540.00","2,540.00","2,540.00","2,540.00","2,540.00","2,540.00","2,540.00","2,540.00","2,540.00","2,540.00","2,540.00","2,540.00","2,540.00","2,540.00","2,540.00","2,540.00",0.00%,8.25%,8.25%,10,2019,,
,Tracleer 125mg,SA,USD,"1,843.00","1,843.00",682.2,682.2,"1,843.00","1,843.00",682.2,682.2,"1,843.00","1,843.00",682.2,682.2,769,769,682.2,682.2,769,769,682.2,682.2,769,769,682.2,682.2,0.00%,8.25%,8.25%,10,2019,,
,Tracleer 62.5mg,SA,USD,"1,843.00","1,843.00",460.6,460.6,"1,843.00","1,843.00",460.6,460.6,"1,843.00","1,843.00",460.6,460.6,769,769,460.6,460.6,769,769,460.6,460.6,769,769,460.6,460.6,0.00%,8.25%,8.25%,10,2019,,
,Opsumit 10mg,SA,USD,"3,000.00","3,000.00","1,970.00","1,970.00","3,000.00","3,000.00","1,970.00","1,970.00","3,000.00","3,000.00","1,970.00","1,970.00","3,000.00","3,000.00","1,970.00","1,970.00","3,000.00","3,000.00","1,970.00","1,970.00","3,000.00","3,000.00","1,970.00","1,970.00",0.00%,8.25%,8.25%,10,2019,,
,Uptravi,SA,USD,"4,800.00","4,800.00","2,777.00","2,777.00","4,800.00","4,800.00","2,777.00","2,777.00","4,800.00","4,800.00","2,777.00","2,777.00","4,800.00","4,800.00","2,777.00","2,777.00","4,800.00","4,800.00","2,777.00","2,777.00","4,800.00","4,800.00","2,777.00","2,777.00",0.00%,8.25%,8.25%,10,2019,,
,Tracleer 32mg,SA,USD,769,769,682,682,769,769,682,682,769,769,682,682,769,769,769,769,769,769,769,769,769,769,769,769,0.00%,8.25%,8.25%,10,2019,,
,Symtuza,SA,USD,869,869,869,869,869,869,869,869,869,869,869,869,869,869,869,869,869,869,869,869,869,869,869,869,0.00%,8.25%,8.25%,10,2019,,
,Zavesca 84 cap 100mg ,SA,USD,"6,000.00","2,628.00","2,628.00","2,628.00","6,000.00","2,628.00","2,628.00","2,628.00","6,000.00","2,628.00","2,628.00","2,628.00","6,000.00","6,000.00","6,000.00","6,000.00","6,000.00","6,000.00","6,000.00","6,000.00","6,000.00","6,000.00","6,000.00","6,000.00",0.00%,8.25%,8.25%,10,2019,,
,HALDOL DEC 50MG/ML 5X1ML AMP. GSK-ST.EXP,SA,USD,4.22,4.22,4.22,4.22,4.22,4.22,4.22,4.22,4.22,4.22,4.22,4.22,4.22,4.22,4.22,4.22,4.22,4.22,4.22,4.22,4.22,4.22,4.22,4.22,0.00%,8.25%,8.25%,10,2019,,
,HALDOL 2MG/ML 1X30ML DROPS INTL.,SA,USD,2.21,2.21,2.21,2.21,2.21,2.21,2.21,2.21,2.21,2.21,2.21,2.21,2.21,2.21,2.21,2.21,2.21,2.21,2.21,2.21,2.21,2.21,2.21,2.21,0.00%,8.25%,8.25%,10,2019,,
,SPORANOX I.V. 1% 1X25ML AMP. LUSO-ST.EXP,SA,USD,118.8,118.8,118.8,118.8,118.8,118.8,118.8,118.8,118.8,118.8,118.8,118.8,118.8,118.8,118.8,118.8,118.8,118.8,118.8,118.8,118.8,118.8,118.8,118.8,0.00%,8.25%,8.25%,10,2019,,
,SPORANOX 1% 1X150ML ORSOL. ST.EXP. (2)  ,SA,USD,55.02,55.02,55.02,55.02,55.02,55.02,55.02,55.02,55.02,55.02,55.02,55.02,55.02,55.02,55.02,55.02,55.02,55.02,55.02,55.02,55.02,55.02,55.02,55.02,0.00%,8.25%,8.25%,10,2019,,
,Imbruvica Tab 140mg,SA,USD,"1,835.98","1,835.98","1,835.98","1,835.98","1,835.98","1,835.98","1,835.98","1,835.98","1,835.98","1,835.98","1,835.98","1,835.98","1,835.98","1,835.98","1,835.98","1,835.98","1,835.98","1,835.98","1,835.98","1,835.98","1,835.98","1,835.98","1,835.98","1,835.98",0.00%,8.25%,8.25%,10,2019,,
,Imbruvica Tab 280mg,SA,USD,"3,671.94","3,671.94","3,671.94","3,671.94","3,671.94","3,671.94","3,671.94","3,671.94","3,671.94","3,671.94","3,671.94","3,671.94","3,671.94","3,671.94","3,671.94","3,671.94","3,671.94","3,671.94","3,671.94","3,671.94","3,671.94","3,671.94","3,671.94","3,671.94",0.00%,8.25%,8.25%,10,2019,,
,Imbruvica Tab 420mg,SA,USD,"5,507.91","5,507.91","5,507.91","5,507.91","5,507.91","5,507.91","5,507.91","5,507.91","5,507.91","5,507.91","5,507.91","5,507.91","5,507.91","5,507.91","5,507.91","5,507.91","5,507.91","5,507.91","5,507.91","5,507.91","5,507.91","5,507.91","5,507.91","5,507.91",0.00%,8.25%,8.25%,10,2019,,
,Imbruvica Tab 560mg,SA,USD,"7,343.90","7,343.90","7,343.90","7,343.90","7,343.90","7,343.90","7,343.90","7,343.90","7,343.90","7,343.90","7,343.90","7,343.90","7,343.90","7,343.90","7,343.90","7,343.90","7,343.90","7,343.90","7,343.90","7,343.90","7,343.90","7,343.90","7,343.90","7,343.90",0.00%,8.25%,8.25%,10,2019,,
,Spravato 2x28mg,SA,USD,313.6,313.6,313.6,313.6,313.6,313.6,313.6,313.6,313.6,313.6,313.6,313.6,313.6,313.6,313.6,313.6,313.6,313.6,313.6,313.6,313.6,313.6,313.6,313.6,0.00%,8.25%,8.25%,10,2019,,
,Spravato 3x28mg,SA,USD,470.4,470.4,470.4,470.4,470.4,470.4,470.4,470.4,470.4,470.4,470.4,470.4,470.4,470.4,470.4,470.4,470.4,470.4,470.4,470.4,470.4,470.4,470.4,470.4,0.00%,8.25%,8.25%,10,2019,,
No code available,Cilest Tab. 21tab,AE,USD,3.12,3.12,3.12,3.12,3.12,3.12,3.12,3.12,3.12,3.12,3.12,3.12,3.12,3.12,3.12,3.12,3.12,3.12,3.12,3.12,3.12,3.12,3.12,3.12,0.00%,8.25%,8.25%,10,2019,,
No code available,Cilest Tab. 36tab,AE,USD,9.4,9.4,7.39,7.39,9.4,9.4,7.39,7.39,9.4,9.4,7.39,7.39,9.4,9.4,7.39,7.39,9.4,9.4,7.39,7.39,9.4,9.4,7.39,7.39,0.00%,8.25%,8.25%,10,2019,,
32442,Daktacort Cream                 ,AE,USD,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,0.00%,8.25%,8.25%,10,2019,,
32441,Daktarin Oral Gel 2%,AE,USD,3.19,3.19,3.19,3.19,3.19,3.19,3.19,3.19,3.19,3.19,3.19,3.19,3.19,3.19,3.19,3.19,3.19,3.19,3.19,3.19,3.19,3.19,3.19,3.19,0.00%,8.25%,8.25%,10,2019,,
387397,Durogesic Transdermal Patches 100 mcg/h,AE,USD,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,0.00%,8.25%,8.25%,10,2019,,
387398,Durogesic Transdermal Patches 12 mcg/h,AE,USD,17.62,17.62,17.62,17.62,17.62,17.62,17.62,17.62,17.62,17.62,17.62,17.62,17.62,17.62,17.62,17.62,17.62,17.62,17.62,17.62,17.62,17.62,17.62,17.62,0.00%,8.25%,8.25%,10,2019,,
387399,Durogesic Transdermal Patches 25 mcg/h,AE,USD,31.12,31.12,31.12,31.12,31.12,31.12,31.12,31.12,31.12,31.12,31.12,31.12,31.12,31.12,7.11,7.11,31.12,31.12,7.11,7.11,31.12,31.12,7.11,7.11,0.00%,8.25%,8.25%,10,2019,,
387400,Durogesic Transdermal Patches 50 mcg/h,AE,USD,52.29,52.29,52.29,52.29,52.29,52.29,52.29,52.29,52.29,52.29,52.29,52.29,52.29,52.29,54.66,54.66,52.29,52.29,54.66,54.66,52.29,52.29,54.66,54.66,0.00%,8.25%,8.25%,10,2019,,
387401,Durogesic Transdermal Patches 75 mcg/h,AE,USD,80.1,80.1,80.1,80.1,80.1,80.1,80.1,80.1,80.1,80.1,80.1,80.1,80.1,80.1,80.1,80.1,80.1,80.1,80.1,80.1,80.1,80.1,80.1,80.1,0.00%,8.25%,8.25%,10,2019,,
414064,"Eprex 1,000 U Pre-Filled Syringes ",AE,USD,70.3,70.3,70.3,70.3,70.3,70.3,70.3,70.3,70.3,70.3,70.3,70.3,28.54,28.54,28.54,28.54,28.54,28.54,28.54,28.54,28.54,28.54,28.54,28.54,0.00%,8.25%,8.25%,10,2019,,
414063,"Eprex 10,000 U Pre-Filled Syringes ",AE,USD,677.4,677.4,677.4,677.4,677.4,677.4,677.4,677.4,677.4,677.4,677.4,677.4,298.4,298.4,298.4,298.4,298.4,298.4,298.4,298.4,298.4,298.4,298.4,298.4,0.00%,8.25%,8.25%,10,2019,,
414065,"Eprex 2,000 U Pre-Filled Syringes ",AE,USD,139.31,139.31,139.31,139.31,139.31,139.31,139.31,139.31,139.31,139.31,139.31,139.31,42,42,42,42,42,42,42,42,42,42,42,42,0.00%,8.25%,8.25%,10,2019,,
414066,"Eprex 3,000 U Pre-Filled Syringes ",AE,USD,91.5,91.5,91.5,91.5,91.5,91.5,91.5,91.5,91.5,91.5,91.5,91.5,89.52,89.52,89.52,89.52,89.52,89.52,89.52,89.52,89.52,89.52,89.52,89.52,0.00%,8.25%,8.25%,10,2019,,
414068,"Eprex 4,000 U Pre-Filled Syringes ",AE,USD,276.56,276.56,276.56,276.56,276.56,276.56,276.56,276.56,276.56,276.56,276.56,276.56,67.2,67.2,67.2,67.2,67.2,67.2,67.2,67.2,67.2,67.2,67.2,67.2,0.00%,8.25%,8.25%,10,2019,,
414067,"Eprex 40,000 U Pre-Filled Syringe ",AE,USD,462.68,462.68,462.68,462.68,462.68,462.68,462.68,462.68,462.68,462.68,462.68,462.68,183.54,183.54,183.54,183.54,183.54,183.54,183.54,183.54,183.54,183.54,183.54,183.54,0.00%,8.25%,8.25%,10,2019,,
0,"Eprex 5,000 U Pre-Filled Syringes ",AE,USD,345.09,345.09,345.09,345.09,345.09,345.09,345.09,345.09,345.09,345.09,345.09,345.09,110,110,110,110,110,110,110,110,110,110,110,110,0.00%,8.25%,8.25%,10,2019,,
414069,"Eprex 6,000 U Pre-Filled Syringes ",AE,USD,414.11,414.11,414.11,414.11,414.11,414.11,414.11,414.11,414.11,414.11,414.11,414.11,116,116,116,116,116,116,116,116,116,116,116,116,0.00%,8.25%,8.25%,10,2019,,
0,"Eprex 8,000 U Pre-Filled Syringes ",AE,USD,552.14,552.14,552.14,552.14,552.14,552.14,552.14,552.14,552.14,552.14,552.14,552.14,245.71,245.71,245.71,245.71,245.71,245.71,245.71,245.71,245.71,245.71,245.71,245.71,0.00%,8.25%,8.25%,10,2019,,
88878,Gyno-Daktarin V. Cream ,AE,USD,6.31,6.31,6.31,6.31,6.31,6.31,6.31,6.31,6.31,6.31,6.31,6.31,6.31,6.31,6.31,6.31,6.31,6.31,6.31,6.31,6.31,6.31,6.31,6.31,0.00%,8.25%,8.25%,10,2019,,
414691,Gyno Daktarin 200 mg V. Capsules,AE,USD,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,0.00%,8.25%,8.25%,10,2019,,
414690,Gyno Daktarin 400 mg V. Capsules,AE,USD,3.94,3.94,3.94,3.94,3.94,3.94,3.94,3.94,3.94,3.94,3.94,3.94,3.94,3.94,3.94,3.94,3.94,3.94,3.94,3.94,3.94,3.94,3.94,3.94,0.00%,8.25%,8.25%,10,2019,,
140311,Gyno-Pevaryl V. Cream ,AE,USD,7.77,7.77,7.77,7.77,7.77,7.77,7.77,7.77,7.77,7.77,7.77,7.77,7.77,7.77,7.77,7.77,7.77,7.77,7.77,7.77,7.77,7.77,7.77,7.77,0.00%,8.25%,8.25%,10,2019,,
387445,Gyno Pevaryl 150 mg V. Suppositories,AE,USD,3.84,3.84,3.73,3.73,3.84,3.84,3.73,3.73,3.84,3.84,3.73,3.73,3.73,3.73,3.73,3.73,3.73,3.73,3.73,3.73,3.73,3.73,3.73,3.73,0.00%,8.25%,8.25%,10,2019,,
387447,Gyno-Pevaryl Depot 150 mg V. Ovules,AE,USD,4.89,4.89,4.81,4.81,4.89,4.89,4.81,4.81,4.89,4.89,4.81,4.81,4.89,4.89,4.81,4.81,4.89,4.89,4.81,4.81,4.89,4.89,4.81,4.81,0.00%,8.25%,8.25%,10,2019,,
387165,Invega 3 mg Extended Release Tab. ,AE,USD,88.12,88.12,88.12,88.12,88.12,88.12,88.12,88.12,88.12,88.12,88.12,88.12,88.12,88.12,41.39,41.39,88.12,88.12,41.39,41.39,88.12,88.12,41.39,41.39,0.00%,8.25%,8.25%,10,2019,,
387168,Invega 6 mg Extended Release Tab. ,AE,USD,88.12,88.12,88.12,88.12,88.12,88.12,88.12,88.12,88.12,88.12,88.12,88.12,88.12,88.12,48.8,48.8,88.12,88.12,48.8,48.8,88.12,88.12,48.8,48.8,0.00%,8.25%,8.25%,10,2019,,
387171,Invega 9 mg Extended Release Tab. ,AE,USD,95.51,95.51,95.51,95.51,95.51,95.51,95.51,95.51,95.51,95.51,95.51,95.51,95.51,95.51,95.51,95.51,95.51,95.51,95.51,95.51,95.51,95.51,95.51,95.51,0.00%,8.25%,8.25%,10,2019,,
387758,Invega Sustenna 50 mg/ 0.5 ml ,AE,USD,221.77,221.77,221.77,221.77,221.77,221.77,221.77,221.77,221.77,221.77,221.77,221.77,221.77,221.77,221.77,221.77,221.77,221.77,221.77,221.77,221.77,221.77,221.77,221.77,0.00%,8.25%,8.25%,10,2019,,
387759,Invega Sustenna 75 mg/ 0.75 ml ,AE,USD,292.64,292.64,292.64,292.64,292.64,292.64,292.64,292.64,292.64,292.64,292.64,292.64,292.64,292.64,292.64,292.64,292.64,292.64,292.64,292.64,292.64,292.64,292.64,292.64,0.00%,8.25%,8.25%,10,2019,,
387760,Invega Sustenna 100 mg/ 1 ml ,AE,USD,358.67,358.67,358.67,358.67,358.67,358.67,358.67,358.67,358.67,358.67,358.67,358.67,358.67,358.67,358.67,358.67,358.67,358.67,358.67,358.67,358.67,358.67,358.67,358.67,0.00%,8.25%,8.25%,10,2019,,
